id,lemma_key,word,standardized,chinese,phonetic,phrase,phrase_translation,difficulty,category,status,created_at,updated_at
"16465","iron leggings","Iron Leggings","Iron Leggings","铁护腿","/ˈaɪərn ˈlɛɡɪŋz/","wear iron leggings","穿铁护腿","basic","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16466","iron nugget","Iron Nugget","Iron Nugget","铁粒","/ˈaɪərn ˈnʌɡɪt/","craft iron ingot from nuggets","用铁粒合成铁锭","basic","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16122","iron ore","Iron Ore","Iron Ore","铁矿石","/ˈaɪərn ɔr/","iron ore smelting","铁矿石冶炼","basic","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16467","iron pickaxe","Iron Pickaxe","Iron Pickaxe","铁镐","/ˈaɪərn ˈpɪkˌæks/","mine with iron pickaxe","用铁镐挖掘","basic","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16468","iron shovel","Iron Shovel","Iron Shovel","铁锹","/ˈaɪərn ˈʃʌvəl/","dig with iron shovel","用铁锹挖掘","basic","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16469","iron sword","Iron Sword","Iron Sword","铁剑","/ˈaɪərn sɔrd/","fight with iron sword","用铁剑战斗","basic","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17209","iron trap door","irontrapdoor","Iron Trap Door","????","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15882","is it a balloon?","Is It a Balloon?","Is It a Balloon?","那是气球吗？","/ɪz ɪt ə bəˈlun/","look at ghast with spyglass","用望远镜看恶魂","intermediate","advancement_adventure","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15869","is it a bird?","Is It a Bird?","Is It a Bird?","那是鸟吗？","/ɪz ɪt ə bɜrd/","look at parrot with spyglass","用望远镜看鹦鹉","intermediate","advancement_adventure","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15898","is it a plane?","Is It a Plane?","Is It a Plane?","那是飞机吗？","/ɪz ɪt ə pleɪn/","look at dragon with spyglass","用望远镜看末影龙","expert","advancement_adventure","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15124","island","island","island","岛","/island/","The island is beautiful","小岛很美","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15826","isn't it iron pick","Isn't It Iron Pick","Isn't It Iron Pick","这不是铁镐么","/ˈɪzənt ɪt ˈaɪərn pɪk/","craft iron pickaxe","制作铁镐","intermediate","advancement_minecraft","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14885","it","it","it","它","/it/","It is a cat","它是一只猫","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15884","it spreads","It Spreads","It Spreads","侵蚀扩散","/ɪt sprɛdz/","kill mob near sculk catalyst","在幽匿催发体附近杀死生物","advanced","advancement_adventure","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16895","item","Item","Item","Item","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16240","item display","Item Display","Item Display","物品展示实体","/ˈaɪtəm dɪˈspleɪ/","display entity item","展示实体物品","advanced","entity","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16470","item frame","Item Frame","Item Frame","物品展示框","/ˈaɪtəm freɪm/","display item in frame","在展示框中展示物品","basic","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16314","items","Items","Items","物品","/ˈaɪtəmz/","game items inventory","游戏物品库存","basic","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17288","ites","ites","Ites","Ites","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15465","ivy","ivy","ivy","常春藤","/ˈaɪvi/","Green ivy","绿色常春藤","intermediate","plant","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16791","jack","Jack","Jack","Jack","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14934","jacket","jacket","jacket","夹克","/jacket/","A jacket","一件夹克","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15979","jagged peaks","Jagged Peaks","Jagged Peaks","尖峭山峰","/ˈdʒæɡəd piks/","sharp jagged mountain peaks","锋利尖峭山峰","advanced","biome","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15662","jealous","jealous","jealous","嫉妒的","/ˈdʒeləs/","I feel jealous","我感到嫉妒","advanced","emotion","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14791","jeans","jeans","jeans","牛仔裤","/jeans/","Wear jeans","穿牛仔裤","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14710","jellyfish","Jellyfish","jellyfish","水母","/ˈdʒɛlifɪʃ/","The glowing ocean dweller","发光的海洋居民","basic","creature","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17210","jigsaw","jigsaw","Jigsaw","Jigsaw","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15535","juice","juice","juice","果汁","/dʒuːs/","Orange juice","橙汁","basic","food","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16123","jukebox","Jukebox","Jukebox","唱片机","/ˈdʒukˌbɑks/","jukebox music disc","唱片机音乐唱片","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14623","jump","Jump","Jump","跳","/dʒʌmp/","jump over","跳过","basic","verb","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16696","jump boost","Jump Boost","Jump Boost","跳跃提升","/dʒʌmp buːst/","jump boost effect","跳跃提升效果","intermediate","positive_effect","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14849","jungle","jungle","jungle","丛林","/jungle/","Tropical jungle","热带丛林","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16471","jungle boat","Jungle Boat","Jungle Boat","丛林木船","/ˈdʒʌŋɡəl boʊt/","jungle boat with chest","丛林木运输船","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17212","jungle button","junglebutton","Jungle Button","?????","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17213","jungle door","jungledoor","Jungle Door","????","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17214","jungle fence gate","junglefencegate","Jungle Fence Gate","??????","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16315","jungle pyramid","Jungle Pyramid","Jungle Pyramid","丛林神庙","/ˈdʒʌŋɡəl ˈpɪrəmɪd/","jungle temple pyramid","丛林神庙金字塔","intermediate","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17217","jungle stairs","junglestairs","Jungle Stairs","?????","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16316","jungle tree","Jungle Tree","Jungle Tree","丛林树","/ˈdʒʌŋɡəl tri/","large jungle tree","大型丛林树","basic","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17211","jungleboat","jungleboat","Jungleboat","Jungleboat","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17215","junglepressure plate","junglepressureplate","Junglepressure Plate","??????","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17216","junglesign","junglesign","Junglesign","??????","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17218","jungletrap door","jungletrapdoor","Jungletrap Door","??????","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14854","kangaroo","kangaroo","kangaroo","袋鼠","/kangaroo/","Hopping kangaroo","跳跳袋鼠","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17036","kelp","kelp","Kelp","Kelp","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15361","keyboard","keyboard","keyboard","键盘","/ˈkiːbɔːrd/","Type on keyboard","在键盘上打字","intermediate","technology","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15587","kick","kick","kick","踢","/kɪk/","Kick ball","踢球","basic","activity","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15049","kind","kind","kind","善良的","/kind/","Kind teacher","善良的老师","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15373","kindness","kindness","kindness","善良","/ˈkaɪndnəs/","Show kindness","表现善良","intermediate","social","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14739","kiss","kiss","kiss","亲吻","/kiss/","Kiss daddy","亲亲爸爸","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15548","kitchen","kitchen","kitchen","厨房","/ˈkɪtʃən/","Cook in kitchen","在厨房做饭","basic","home","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15302","kite","kite","kite","风筝","/kaɪt/","Fly kite","放风筝","basic","game","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14921","knee","knee","knee","膝盖","/knee/","Bend knee","弯曲膝盖","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15561","knife","knife","knife","刀子","/naɪf/","Cut with knife","用刀子切","basic","daily","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16182","knockback","Knockback","Knockback","击退","/ˈnɑkˌbæk/","knockback sword","击退剑","basic","enchantment_weapon","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16916","knowledge","Knowledge","Knowledge","Knowledge","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15136","koala","koala","koala","考拉","/koala/","Sleepy koala","爱睡觉的考拉","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17088","krypton","krypton","Krypton","Krypton","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15455","laboratory","laboratory","laboratory","实验室","/ˈlæbrəˌtɔːri/","Science laboratory","科学实验室","advanced","school","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16124","ladder","Ladder","Ladder","梯子","/ˈlædər/","ladder climbing vertical","梯子攀爬垂直","basic","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14857","ladybug","ladybug","ladybug","瓢虫","/ladybug/","Red ladybug","红点瓢虫","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15004","lake","lake","lake","湖","/lake/","Beautiful lake","美丽的湖","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15712","lamp","lamp","lamp","台灯","/læmp/","Turn on the lamp","把灯打开","basic","house","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16125","lantern","Lantern","Lantern","灯笼","/ˈlæntərn/","soul lantern hanging","灵魂灯笼悬挂","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17110","lanthanum","lanthanum","Lanthanum","Lanthanum","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16406","lapis","Lapis","Lapis","青金石","/ˈlæpɪs/","lapis lazuli","青金石","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17219","lapis block","lapisblock","Lapis Block","????","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16666","lapis lazuli","Lapis Lazuli","Lapis Lazuli","青金石","/ˈlæpɪs ˈlæzəli/","enchant with lapis lazuli","用青金石附魔","basic","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17221","lapis ore","lapisore","Lapis Ore","?????","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17220","lapislazuli","lapislazuli","Lapislazuli","Lapislazuli","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15360","laptop","laptop","laptop","笔记本电脑","/ˈlæptɑːp/","Use laptop","使用笔记本电脑","intermediate","technology","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16835","large","Large","Large","Large","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16317","large biomes","Large Biomes","Large Biomes","巨型生物群系","/lɑrdʒ ˈbaɪoʊmz/","large biomes world type","巨型生物群系世界类型","advanced","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14831","last","last","last","最后的","/last/","The last one","最后一个","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15637","later","later","later","稍后","/ˈleɪtər/","See you later","稍后见","basic","common","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14924","laugh","laugh","laugh","笑","/laugh/","Laugh out loud","哈哈大笑","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14693","lava","Lava","Lava","熔岩","/ˈlɑːvə/","lava pool","熔岩池","intermediate","terrain","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16318","lava lake","Lava Lake","Lava Lake","熔岩湖","/ˈlɑvə leɪk/","underground lava lake","地下熔岩湖","intermediate","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16319","lava sea","Lava Sea","Lava Sea","熔岩海","/ˈlɑvə si/","nether lava sea","下界熔岩海","intermediate","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15207","lava! watch out!","Lava! Watch out!","Lava! Watch out!","熔岩！小心！","","Lava! Watch out!","熔岩！小心！","basic","emergencies","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17222","lavabucket","lavabucket","Lavabucket","Lavabucket","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17046","lawrencium","lawrencium","Lawrencium","Lawrencium","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16785","layer","layer","Layer","Layer","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16745","lazuli","Lazuli","Lazuli","???","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16424","lead","Lead","Lead","拴绳","/lid/","lead animals with rope","用绳子牵引动物","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15709","leadership","leadership","leadership","领导力","/ˈliːdərʃɪp/","Show leadership","展现领导力","advanced","social","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15001","leaf","leaf","leaf","叶子","/leaf/","Leaves falling","树叶落下","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16938","leaping","leaping","Leaping","Leaping","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14967","learn","learn","learn","学习","/learn/","Learn knowledge","学习知识","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16241","leash knot","Leash Knot","Leash Knot","拴绳结","/liʃ nɑt/","leash knot fence post","拴绳结栅栏柱","intermediate","entity","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15945","leather","Leather","Leather","皮革","/ˈlɛðər/","craft leather armor","合成皮革盔甲","basic","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16625","leather boots","Leather Boots","Leather Boots","皮革靴子","/ˈlɛðər buts/","wear leather boots","穿皮革靴子","basic","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16626","leather chestplate","Leather Chestplate","Leather Chestplate","皮革胸甲","/ˈlɛðər ˈtʃɛstˌpleɪt/","wear leather chestplate","穿皮革胸甲","basic","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16627","leather helmet","Leather Helmet","Leather Helmet","皮革头盔","/ˈlɛðər ˈhɛlmɪt/","wear leather helmet","戴皮革头盔","basic","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17223","leather horsearmor","leatherhorsearmor","Leather Horsearmor","??Horsearmor","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16628","leather leggings","Leather Leggings","Leather Leggings","皮革护腿","/ˈlɛðər ˈlɛgɪŋz/","wear leather leggings","穿皮革护腿","basic","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15936","leaves","Leaves","Leaves","树叶","/liːvz/","green leaves","绿叶","basic","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16023","lectern","Lectern","Lectern","讲台","/ˈlɛktərn/","lectern book reading","讲台书籍阅读","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14654","left","Left","Left","左","/left/","turn left","向左转","basic","direction","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14920","leg","leg","leg","腿","/leg/","Lift leg","抬起腿","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15426","legend","legend","legend","传说","/ˈledʒənd/","Ancient legend","古老传说","intermediate","culture","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14947","leggings","leggings","leggings","打底裤","/leggings/","Wear leggings","穿打底裤","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15613","lemon","lemon","lemon","柠檬","/ˈlɛmən/","Sour lemon","酸柠檬","basic","fruit","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15669","lemonade","lemonade","lemonade","柠檬水","/ˌleməˈneɪd/","Sweet lemonade","甜柠檬水","intermediate","drink","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17260","lena","Lena","Lena","Lena","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15109","less","less","less","更少","/less/","A bit less","少一点","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14965","lesson","lesson","lesson","课","/lesson/","Have a lesson","上课","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15164","let's build a house","Let's build a house","Let's build a house","我们建个房子吧","","Let's build a house","我们建个房子吧","basic","common_scenarios","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15154","let's go exploring!","Let's go exploring!","Let's go exploring!","我们去探索吧！","","Let's go exploring!","我们去探索吧！","basic","common_scenarios","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15187","let's go mining","Let's go mining","Let's go mining","我们去挖矿","","Let's go mining","我们去挖矿","basic","common_scenarios","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15182","let's hide until morning","Let's hide until morning","Let's hide until morning","我们躲到早上","","Let's hide until morning","我们躲到早上","basic","common_scenarios","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15192","let's make a farm","Let's make a farm","Let's make a farm","我们做个农场","","Let's make a farm","我们做个农场","basic","common_scenarios","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15203","let's split up","Let's split up","Let's split up","我们分头行动","","Let's split up","我们分头行动","basic","common_scenarios","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15195","let's work together","Let's work together","Let's work together","我们一起合作","","Let's work together","我们一起合作","basic","common_scenarios","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14668","level","Level","Level","等级","/ˈlevəl/","level up","升级","basic","game","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16024","lever","Lever","Lever","拉杆","/ˈlɛvər/","lever redstone switch","拉杆红石开关","basic","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16711","levitation","Levitation","Levitation","飘浮","/ˌlevəˈteɪʃən/","levitation effect","飘浮效果","advanced","negative_effect","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15277","librarian","librarian","librarian","图书管理员","/laɪˈbreriən/","Helpful librarian","乐于助人的图书管理员","advanced","job","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15083","library","library","library","图书馆","/library/","Read books in the library","去图书馆看书","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14836","light","light","light","浅色","/light/","Light fabric","浅色的布","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15897","light as a rabbit","Light as a Rabbit","Light as a Rabbit","轻功雪上飘","/laɪt æz ə ˈræbɪt/","walk on powder snow with leather boots","穿皮靴在细雪上行走","intermediate","advancement_adventure","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17227","light weightedpressure plate","lightweightedpressureplate","Light Weightedpressure Plate","?Weighted???","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17224","lightblue dye","lightbluedye","Lightblue Dye","Lightblue??","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17225","lightblue glazed terracotta","lightblueglazedterracotta","Lightblue Glazed Terracotta","Lightblue????","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17226","lightgray dye","lightgraydye","Lightgray Dye","Lightgray??","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15297","lighthouse","lighthouse","lighthouse","灯塔","/ˈlaɪthaʊs/","Bright lighthouse","明亮的灯塔","intermediate","structure","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14686","lightning","Lightning","Lightning","闪电","/ˈlaɪtnɪŋ/","lightning strike","闪电击中","intermediate","weather","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16242","lightning bolt","Lightning Bolt","Lightning Bolt","闪电束","/ˈlaɪtnɪŋ boʊlt/","thunderstorm lightning strike","雷暴闪电击中","intermediate","entity","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16834","lilac","Lilac","Lilac","Lilac","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16802","lily","Lily","Lily","Lily","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16759","lime","Lime","Lime","???","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17228","lime dye","limedye","Lime Dye","?????","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17229","lime glazed terracotta","limeglazedterracotta","Lime Glazed Terracotta","???????","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15812","lingering","Lingering","Lingering","滞留药水","","","","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16722","lingering potion","Lingering Potion","Lingering Potion","滞留药水","/ˈlɪŋɡərɪŋ ˈpoʊʃən/","lingering potion cloud","滞留药水云雾","advanced","item_type","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17230","lingeringpotion","lingeringpotion","Lingeringpotion","Lingeringpotion","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14737","lion","Lion","Lion","莫特","/ˈlaɪən/","Mott the lion","狮子莫特","basic","villager","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14913","lip","lip","lip","嘴唇","/lip/","Red lip","红红的嘴唇","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17508","liquid","liquid","liquid","液体","/ˈlɪkwɪd/","Liquid water","液态水","intermediate","adjective","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16320","liquids","Liquids","Liquids","液体","/ˈlɪkwədz/","flowing liquid mechanics","流动液体机制","basic","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14868","listen","listen","listen","听","/listen/","Listen to a story","听故事","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16777","lit","lit","Lit","Lit","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15413","literature","literature","literature","文学","/ˈlɪtərətʃər/","Read literature","阅读文学","intermediate","literature","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17081","lithium","lithium","Lithium","Lithium","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17232","litpumpkin","litpumpkin","Litpumpkin","Litpumpkin","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15655","little","little","little","小的","/ˈlɪtəl/","Little bit","一点点","basic","common","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15920","little sniffs","Little Sniffs","Little Sniffs","小小嗅探兽","/ˈlɪtəl snɪfs/","feed snifflet","喂养嗅探兽幼体","intermediate","advancement_husbandry","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17060","livermorium","livermorium","Livermorium","Livermorium","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15550","living room","living room","living room","客厅","/ˈlɪvɪŋ ruːm/","Watch TV in living room","在客厅看电视","intermediate","home","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15446","lizard","lizard","lizard","蜥蜴","/ˈlɪzərd/","Small lizard","小蜥蜴","intermediate","animal","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16243","llama","Llama","Llama","羊驼","/ˈlɑmə/","pack animal llama","载货羊驼","intermediate","entity","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17233","llama spawn egg","llamaspawnegg","Llama Spawn Egg","Llama???","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16244","llama spit","Llama Spit","Llama Spit","羊驼唾沫","/ˈlɑmə spɪt/","llama spit attack","羊驼吐口水攻击","intermediate","entity","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15854","local brewery","Local Brewery","Local Brewery","本地酿造厂","/ˈloʊkəl ˈbruəri/","brew potion","酿造药水","intermediate","advancement_nether","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17234","lode stone","lodestone","Lode Stone","Lode??","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15788","lodestone","Lodestone","Lodestone","磁石","/ˈloʊdˌstoʊn/","lodestone compass navigation","磁石指南针导航","advanced","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16744","log","log","Log","??","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
